x,y,grp
15171,39,g1
15172,40,g2
15173,41,g3
15174,42,g4
15175,43,g0
15176,44,g1
15177,45,g2
15178,46,g3
15179,47,g4
15180,48,g0
15181,49,g1
15182,50,g2
15183,51,g3
15184,52,g4
15185,53,g0
15186,54,g1
15187,55,g2
15188,56,g3
15189,57,g4
15190,58,g0
15191,59,g1
15192,60,g2
15193,61,g3
15194,62,g4
15195,63,g0
15196,64,g1
15197,65,g2
15198,66,g3
15199,67,g4
15200,68,g0
15201,69,g1
15202,70,g2
15203,71,g3
15204,72,g4
15205,73,g0
15206,74,g1
15207,75,g2
15208,76,g3
15209,77,g4
15210,78,g0
15211,79,g1
15212,80,g2
15213,81,g3
15214,82,g4
15215,83,g0
15216,84,g1
15217,85,g2
15218,86,g3
15219,87,g4
15220,88,g0
15221,89,g1
15222,90,g2
15223,91,g3
15224,92,g4
15225,93,g0
15226,94,g1
15227,95,g2
15228,96,g3
15229,0,g4
15230,1,g0
15231,2,g1
15232,3,g2
15233,4,g3
15234,5,g4
15235,6,g0
15236,7,g1
15237,8,g2
15238,9,g3
15239,10,g4
15240,11,g0
15241,12,g1
15242,13,g2
15243,14,g3
15244,15,g4
15245,16,g0
15246,17,g1
15247,18,g2
15248,19,g3
15249,20,g4
15250,21,g0
15251,22,g1
15252,23,g2
15253,24,g3
15254,25,g4
15255,26,g0
15256,27,g1
15257,28,g2
15258,29,g3
15259,30,g4
15260,31,g0
15261,32,g1
15262,33,g2
15263,34,g3
15264,35,g4
15265,36,g0
15266,37,g1
15267,38,g2
15268,39,g3
15269,40,g4
15270,41,g0
15271,42,g1
15272,43,g2
15273,44,g3
15274,45,g4
15275,46,g0
15276,47,g1
15277,48,g2
15278,49,g3
15279,50,g4
15280,51,g0
15281,52,g1
15282,53,g2
15283,54,g3
15284,55,g4
15285,56,g0
15286,57,g1
15287,58,g2
15288,59,g3
15289,60,g4
15290,61,g0
15291,62,g1
15292,63,g2
15293,64,g3
15294,65,g4
15295,66,g0
15296,67,g1
15297,68,g2
15298,69,g3
15299,70,g4
15300,71,g0
15301,72,g1
15302,73,g2
15303,74,g3
15304,75,g4
15305,76,g0
15306,77,g1
15307,78,g2
15308,79,g3
15309,80,g4
15310,81,g0
15311,82,g1
15312,83,g2
15313,84,g3
15314,85,g4
15315,86,g0
15316,87,g1
15317,88,g2
15318,89,g3
15319,90,g4
15320,91,g0
15321,92,g1
15322,93,g2
15323,94,g3
15324,95,g4
15325,96,g0
15326,0,g1
15327,1,g2
15328,2,g3
15329,3,g4
15330,4,g0
15331,5,g1
15332,6,g2
15333,7,g3
15334,8,g4
15335,9,g0
15336,10,g1
15337,11,g2
15338,12,g3
15339,13,g4
15340,14,g0
15341,15,g1
15342,16,g2
15343,17,g3
15344,18,g4
15345,19,g0
15346,20,g1
15347,21,g2
15348,22,g3
15349,23,g4
15350,24,g0
15351,25,g1
15352,26,g2
15353,27,g3
15354,28,g4
15355,29,g0
15356,30,g1
15357,31,g2
15358,32,g3
15359,33,g4
15360,34,g0
15361,35,g1
15362,36,g2
15363,37,g3
15364,38,g4
15365,39,g0
15366,40,g1
15367,41,g2
15368,42,g3
15369,43,g4
15370,44,g0
15371,45,g1
15372,46,g2
15373,47,g3
15374,48,g4
15375,49,g0
15376,50,g1
15377,51,g2
15378,52,g3
15379,53,g4
15380,54,g0
15381,55,g1
15382,56,g2
15383,57,g3
15384,58,g4
15385,59,g0
15386,60,g1
15387,61,g2
15388,62,g3
15389,63,g4
15390,64,g0
15391,65,g1
15392,66,g2
15393,67,g3
15394,68,g4
15395,69,g0
15396,70,g1
15397,71,g2
15398,72,g3
15399,73,g4
15400,74,g0
15401,75,g1
15402,76,g2
15403,77,g3
15404,78,g4
15405,79,g0
15406,80,g1
15407,81,g2
15408,82,g3
15409,83,g4
15410,84,g0
15411,85,g1
15412,86,g2
15413,87,g3
15414,88,g4
15415,89,g0
15416,90,g1
15417,91,g2
15418,92,g3
15419,93,g4
15420,94,g0
15421,95,g1
15422,96,g2
15423,0,g3
15424,1,g4
15425,2,g0
15426,3,g1
15427,4,g2
15428,5,g3
15429,6,g4
15430,7,g0
15431,8,g1
15432,9,g2
15433,10,g3
15434,11,g4
15435,12,g0
15436,13,g1
15437,14,g2
15438,15,g3
15439,16,g4
15440,17,g0
15441,18,g1
15442,19,g2
15443,20,g3
15444,21,g4
15445,22,g0
15446,23,g1
15447,24,g2
15448,25,g3
15449,26,g4
15450,27,g0
15451,28,g1
15452,29,g2
15453,30,g3
15454,31,g4
15455,32,g0
15456,33,g1
15457,34,g2
15458,35,g3
15459,36,g4
15460,37,g0
15461,38,g1
15462,39,g2
15463,40,g3
15464,41,g4
15465,42,g0
15466,43,g1
15467,44,g2
15468,45,g3
15469,46,g4
15470,47,g0
15471,48,g1
15472,49,g2
15473,50,g3
15474,51,g4
15475,52,g0
15476,53,g1
15477,54,g2
15478,55,g3
15479,56,g4
15480,57,g0
15481,58,g1
15482,59,g2
15483,60,g3
15484,61,g4
15485,62,g0
15486,63,g1
15487,64,g2
15488,65,g3
15489,66,g4
15490,67,g0
15491,68,g1
15492,69,g2
15493,70,g3
15494,71,g4
15495,72,g0
15496,73,g1
15497,74,g2
15498,75,g3
15499,76,g4
15500,77,g0
15501,78,g1
15502,79,g2
15503,80,g3
15504,81,g4
15505,82,g0
15506,83,g1
15507,84,g2
15508,85,g3
15509,86,g4
15510,87,g0
15511,88,g1
15512,89,g2
15513,90,g3
15514,91,g4
15515,92,g0
15516,93,g1
15517,94,g2
15518,95,g3
15519,96,g4
15520,0,g0
15521,1,g1
15522,2,g2
15523,3,g3
15524,4,g4
15525,5,g0
15526,6,g1
15527,7,g2
15528,8,g3
15529,9,g4
15530,10,g0
15531,11,g1
15532,12,g2
15533,13,g3
15534,14,g4
15535,15,g0
15536,16,g1
15537,17,g2
15538,18,g3
15539,19,g4
15540,20,g0
15541,21,g1
15542,22,g2
15543,23,g3
15544,24,g4
15545,25,g0
15546,26,g1
15547,27,g2
15548,28,g3
15549,29,g4
15550,30,g0
15551,31,g1
15552,32,g2
15553,33,g3
15554,34,g4
15555,35,g0
15556,36,g1
15557,37,g2
15558,38,g3
15559,39,g4
15560,40,g0
15561,41,g1
15562,42,g2
15563,43,g3
15564,44,g4
15565,45,g0
15566,46,g1
15567,47,g2
15568,48,g3
15569,49,g4
15570,50,g0
15571,51,g1
15572,52,g2
15573,53,g3
15574,54,g4
15575,55,g0
15576,56,g1
15577,57,g2
15578,58,g3
15579,59,g4
15580,60,g0
15581,61,g1
15582,62,g2
15583,63,g3
15584,64,g4
15585,65,g0
15586,66,g1
15587,67,g2
15588,68,g3
15589,69,g4
15590,70,g0
15591,71,g1
15592,72,g2
15593,73,g3
15594,74,g4
15595,75,g0
15596,76,g1
15597,77,g2
15598,78,g3
15599,79,g4
15600,80,g0
15601,81,g1
15602,82,g2
15603,83,g3
15604,84,g4
15605,85,g0
15606,86,g1
15607,87,g2
15608,88,g3
15609,89,g4
15610,90,g0
15611,91,g1
15612,92,g2
15613,93,g3
15614,94,g4
15615,95,g0
15616,96,g1
15617,0,g2
15618,1,g3
15619,2,g4
15620,3,g0
15621,4,g1
15622,5,g2
15623,6,g3
15624,7,g4
15625,8,g0
15626,9,g1
15627,10,g2
15628,11,g3
15629,12,g4
15630,13,g0
15631,14,g1
15632,15,g2
15633,16,g3
15634,17,g4
15635,18,g0
15636,19,g1
15637,20,g2
15638,21,g3
15639,22,g4
15640,23,g0
15641,24,g1
15642,25,g2
15643,26,g3
15644,27,g4
15645,28,g0
15646,29,g1
15647,30,g2
15648,31,g3
15649,32,g4
15650,33,g0
15651,34,g1
15652,35,g2
15653,36,g3
15654,37,g4
15655,38,g0
15656,39,g1
15657,40,g2
15658,41,g3
15659,42,g4
15660,43,g0
15661,44,g1
15662,45,g2
15663,46,g3
15664,47,g4
15665,48,g0
15666,49,g1
15667,50,g2
15668,51,g3
15669,52,g4
15670,53,g0
15671,54,g1
15672,55,g2
15673,56,g3
15674,57,g4
15675,58,g0
15676,59,g1
15677,60,g2
15678,61,g3
15679,62,g4
15680,63,g0
15681,64,g1
15682,65,g2
15683,66,g3
15684,67,g4
15685,68,g0
15686,69,g1
15687,70,g2
15688,71,g3
15689,72,g4
15690,73,g0
15691,74,g1
15692,75,g2
15693,76,g3
15694,77,g4
15695,78,g0
15696,79,g1
15697,80,g2
15698,81,g3
15699,82,g4
15700,83,g0
15701,84,g1
15702,85,g2
15703,86,g3
15704,87,g4
15705,88,g0
15706,89,g1
15707,90,g2
15708,91,g3
15709,92,g4
15710,93,g0
15711,94,g1
15712,95,g2
15713,96,g3
15714,0,g4
15715,1,g0
15716,2,g1
15717,3,g2
15718,4,g3
15719,5,g4
15720,6,g0
15721,7,g1
15722,8,g2
15723,9,g3
15724,10,g4
15725,11,g0
15726,12,g1
15727,13,g2
15728,14,g3
15729,15,g4
15730,16,g0
15731,17,g1
15732,18,g2
15733,19,g3
15734,20,g4
15735,21,g0
15736,22,g1
15737,23,g2
15738,24,g3
15739,25,g4
15740,26,g0
15741,27,g1
15742,28,g2
15743,29,g3
15744,30,g4
15745,31,g0
15746,32,g1
15747,33,g2
15748,34,g3
15749,35,g4
15750,36,g0
15751,37,g1
15752,38,g2
15753,39,g3
15754,40,g4
15755,41,g0
15756,42,g1
15757,43,g2
15758,44,g3
15759,45,g4
15760,46,g0
15761,47,g1
15762,48,g2
15763,49,g3
15764,50,g4
15765,51,g0
15766,52,g1
15767,53,g2
15768,54,g3
15769,55,g4
15770,56,g0
15771,57,g1
15772,58,g2
15773,59,g3
15774,60,g4
15775,61,g0
15776,62,g1
15777,63,g2
15778,64,g3
15779,65,g4
15780,66,g0
15781,67,g1
15782,68,g2
15783,69,g3
15784,70,g4
15785,71,g0
15786,72,g1
15787,73,g2
15788,74,g3
15789,75,g4
15790,76,g0
15791,77,g1
15792,78,g2
15793,79,g3
15794,80,g4
15795,81,g0
15796,82,g1
15797,83,g2
15798,84,g3
15799,85,g4
15800,86,g0
15801,87,g1
15802,88,g2
15803,89,g3
15804,90,g4
15805,91,g0
15806,92,g1
15807,93,g2
15808,94,g3
15809,95,g4
15810,96,g0
15811,0,g1
15812,1,g2
15813,2,g3
15814,3,g4
15815,4,g0
15816,5,g1
15817,6,g2
15818,7,g3
15819,8,g4
15820,9,g0
15821,10,g1
15822,11,g2
15823,12,g3
15824,13,g4
15825,14,g0
15826,15,g1
15827,16,g2
15828,17,g3
15829,18,g4
15830,19,g0
15831,20,g1
15832,21,g2
15833,22,g3
15834,23,g4
15835,24,g0
15836,25,g1
15837,26,g2
15838,27,g3
15839,28,g4
15840,29,g0
15841,30,g1
15842,31,g2
15843,32,g3
15844,33,g4
15845,34,g0
15846,35,g1
15847,36,g2
15848,37,g3
15849,38,g4
15850,39,g0
15851,40,g1
15852,41,g2
15853,42,g3
15854,43,g4
15855,44,g0
15856,45,g1
15857,46,g2
15858,47,g3
15859,48,g4
15860,49,g0
15861,50,g1
15862,51,g2
15863,52,g3
15864,53,g4
15865,54,g0
15866,55,g1
15867,56,g2
15868,57,g3
15869,58,g4
15870,59,g0
15871,60,g1
15872,61,g2
15873,62,g3
15874,63,g4
15875,64,g0
15876,65,g1
15877,66,g2
15878,67,g3
15879,68,g4
15880,69,g0
15881,70,g1
15882,71,g2
15883,72,g3
15884,73,g4
15885,74,g0
15886,75,g1
15887,76,g2
15888,77,g3
15889,78,g4
15890,79,g0
15891,80,g1
15892,81,g2
15893,82,g3
15894,83,g4
15895,84,g0
15896,85,g1
15897,86,g2
15898,87,g3
15899,88,g4
15900,89,g0
15901,90,g1
15902,91,g2
15903,92,g3
15904,93,g4
15905,94,g0
15906,95,g1
15907,96,g2
15908,0,g3
15909,1,g4
15910,2,g0
15911,3,g1
15912,4,g2
15913,5,g3
15914,6,g4
15915,7,g0
15916,8,g1
15917,9,g2
15918,10,g3
15919,11,g4
15920,12,g0
15921,13,g1
15922,14,g2
15923,15,g3
15924,16,g4
15925,17,g0
15926,18,g1
15927,19,g2
15928,20,g3
15929,21,g4
15930,22,g0
15931,23,g1
15932,24,g2
15933,25,g3
15934,26,g4
15935,27,g0
15936,28,g1
15937,29,g2
15938,30,g3
15939,31,g4
15940,32,g0
15941,33,g1
15942,34,g2
15943,35,g3
15944,36,g4
15945,37,g0
15946,38,g1
15947,39,g2
15948,40,g3
15949,41,g4
15950,42,g0
15951,43,g1
15952,44,g2
15953,45,g3
15954,46,g4
15955,47,g0
15956,48,g1
15957,49,g2
15958,50,g3
15959,51,g4
15960,52,g0
15961,53,g1
15962,54,g2
15963,55,g3
15964,56,g4
15965,57,g0
15966,58,g1
15967,59,g2
15968,60,g3
15969,61,g4
15970,62,g0
15971,63,g1
15972,64,g2
15973,65,g3
15974,66,g4
15975,67,g0
15976,68,g1
15977,69,g2
15978,70,g3
15979,71,g4
15980,72,g0
15981,73,g1
15982,74,g2
15983,75,g3
15984,76,g4
15985,77,g0
15986,78,g1
15987,79,g2
15988,80,g3
15989,81,g4
15990,82,g0
15991,83,g1
15992,84,g2
15993,85,g3
15994,86,g4
15995,87,g0
15996,88,g1
15997,89,g2
15998,90,g3
15999,91,g4
16000,92,g0
16001,93,g1
16002,94,g2
16003,95,g3
16004,96,g4
16005,0,g0
16006,1,g1
16007,2,g2
16008,3,g3
16009,4,g4
16010,5,g0
16011,6,g1
16012,7,g2
16013,8,g3
16014,9,g4
16015,10,g0
16016,11,g1
16017,12,g2
16018,13,g3
16019,14,g4
16020,15,g0
16021,16,g1
16022,17,g2
16023,18,g3
16024,19,g4
16025,20,g0
16026,21,g1
16027,22,g2
16028,23,g3
16029,24,g4
16030,25,g0
16031,26,g1
16032,27,g2
16033,28,g3
16034,29,g4
16035,30,g0
16036,31,g1
16037,32,g2
16038,33,g3
16039,34,g4
16040,35,g0
16041,36,g1
16042,37,g2
16043,38,g3
16044,39,g4
16045,40,g0
16046,41,g1
16047,42,g2
16048,43,g3
16049,44,g4
16050,45,g0
16051,46,g1
16052,47,g2
16053,48,g3
16054,49,g4
16055,50,g0
16056,51,g1
16057,52,g2
16058,53,g3
16059,54,g4
16060,55,g0
16061,56,g1
16062,57,g2
16063,58,g3
16064,59,g4
16065,60,g0
16066,61,g1
16067,62,g2
16068,63,g3
16069,64,g4
16070,65,g0
16071,66,g1
16072,67,g2
16073,68,g3
16074,69,g4
16075,70,g0
16076,71,g1
16077,72,g2
16078,73,g3
16079,74,g4
16080,75,g0
16081,76,g1
16082,77,g2
16083,78,g3
16084,79,g4
16085,80,g0
16086,81,g1
16087,82,g2
16088,83,g3
16089,84,g4
16090,85,g0
16091,86,g1
16092,87,g2
16093,88,g3
16094,89,g4
16095,90,g0
16096,91,g1
16097,92,g2
16098,93,g3
16099,94,g4
16100,95,g0
16101,96,g1
16102,0,g2
16103,1,g3
16104,2,g4
16105,3,g0
16106,4,g1
16107,5,g2
16108,6,g3
16109,7,g4
16110,8,g0
16111,9,g1
16112,10,g2
16113,11,g3
16114,12,g4
16115,13,g0
16116,14,g1
16117,15,g2
16118,16,g3
16119,17,g4
16120,18,g0
16121,19,g1
16122,20,g2
16123,21,g3
16124,22,g4
16125,23,g0
16126,24,g1
16127,25,g2
16128,26,g3
16129,27,g4
16130,28,g0
16131,29,g1
16132,30,g2
16133,31,g3
16134,32,g4
16135,33,g0
16136,34,g1
16137,35,g2
16138,36,g3
16139,37,g4
16140,38,g0
16141,39,g1
16142,40,g2
16143,41,g3
16144,42,g4
16145,43,g0
16146,44,g1
16147,45,g2
16148,46,g3
16149,47,g4
16150,48,g0
16151,49,g1
16152,50,g2
16153,51,g3
16154,52,g4
16155,53,g0
16156,54,g1
16157,55,g2
16158,56,g3
16159,57,g4
16160,58,g0
16161,59,g1
16162,60,g2
16163,61,g3
16164,62,g4
16165,63,g0
16166,64,g1
16167,65,g2
16168,66,g3
16169,67,g4
16170,68,g0
16171,69,g1
16172,70,g2
16173,71,g3
16174,72,g4
16175,73,g0
16176,74,g1
16177,75,g2
16178,76,g3
16179,77,g4
16180,78,g0
16181,79,g1
16182,80,g2
16183,81,g3
16184,82,g4
16185,83,g0
16186,84,g1
16187,85,g2
16188,86,g3
16189,87,g4
16190,88,g0
16191,89,g1
16192,90,g2
16193,91,g3
16194,92,g4
16195,93,g0
16196,94,g1
16197,95,g2
16198,96,g3
16199,0,g4
16200,1,g0
16201,2,g1
16202,3,g2
16203,4,g3
16204,5,g4
16205,6,g0
16206,7,g1
16207,8,g2
16208,9,g3
16209,10,g4
16210,11,g0
16211,12,g1
16212,13,g2
16213,14,g3
16214,15,g4
16215,16,g0
16216,17,g1
16217,18,g2
16218,19,g3
16219,20,g4
16220,21,g0
16221,22,g1
16222,23,g2
16223,24,g3
16224,25,g4
16225,26,g0
16226,27,g1
16227,28,g2
16228,29,g3
16229,30,g4
16230,31,g0
16231,32,g1
16232,33,g2
16233,34,g3
16234,35,g4
16235,36,g0
16236,37,g1
16237,38,g2
16238,39,g3
16239,40,g4
16240,41,g0
16241,42,g1
16242,43,g2
16243,44,g3
16244,45,g4
16245,46,g0
16246,47,g1
16247,48,g2
16248,49,g3
16249,50,g4
16250,51,g0
16251,52,g1
16252,53,g2
16253,54,g3
16254,55,g4
16255,56,g0
16256,57,g1
16257,58,g2
16258,59,g3
16259,60,g4
16260,61,g0
16261,62,g1
16262,63,g2
16263,64,g3
16264,65,g4
16265,66,g0
16266,67,g1
16267,68,g2
16268,69,g3
16269,70,g4
16270,71,g0
16271,72,g1
16272,73,g2
16273,74,g3
16274,75,g4
16275,76,g0
16276,77,g1
16277,78,g2
16278,79,g3
16279,80,g4
16280,81,g0
16281,82,g1
16282,83,g2
16283,84,g3
16284,85,g4
16285,86,g0
16286,87,g1
16287,88,g2
16288,89,g3
16289,90,g4
16290,91,g0
16291,92,g1
16292,93,g2
16293,94,g3
16294,95,g4
16295,96,g0
16296,0,g1
16297,1,g2
16298,2,g3
16299,3,g4
16300,4,g0
16301,5,g1
16302,6,g2
16303,7,g3
16304,8,g4
16305,9,g0
16306,10,g1
16307,11,g2
16308,12,g3
16309,13,g4
16310,14,g0
16311,15,g1
16312,16,g2
16313,17,g3
16314,18,g4
16315,19,g0
16316,20,g1
16317,21,g2
16318,22,g3
16319,23,g4
16320,24,g0
16321,25,g1
16322,26,g2
16323,27,g3
16324,28,g4
16325,29,g0
16326,30,g1
16327,31,g2
16328,32,g3
16329,33,g4
16330,34,g0
16331,35,g1
16332,36,g2
16333,37,g3
16334,38,g4
16335,39,g0
16336,40,g1
16337,41,g2
16338,42,g3
16339,43,g4
16340,44,g0
16341,45,g1
16342,46,g2
16343,47,g3
16344,48,g4
16345,49,g0
16346,50,g1
16347,51,g2
16348,52,g3
16349,53,g4
16350,54,g0
16351,55,g1
16352,56,g2
16353,57,g3
16354,58,g4
16355,59,g0
16356,60,g1
16357,61,g2
16358,62,g3
16359,63,g4
16360,64,g0
16361,65,g1
16362,66,g2
16363,67,g3
16364,68,g4
16365,69,g0
16366,70,g1
16367,71,g2
16368,72,g3
16369,73,g4
16370,74,g0
16371,75,g1
16372,76,g2
16373,77,g3
16374,78,g4
16375,79,g0
16376,80,g1
16377,81,g2
16378,82,g3
16379,83,g4
16380,84,g0
16381,85,g1
16382,86,g2
16383,87,g3
16384,88,g4
16385,89,g0
16386,90,g1
16387,91,g2
16388,92,g3
16389,93,g4
16390,94,g0
16391,95,g1
16392,96,g2
16393,0,g3
16394,1,g4
16395,2,g0
16396,3,g1
16397,4,g2
16398,5,g3
16399,6,g4
16400,7,g0
16401,8,g1
16402,9,g2
16403,10,g3
16404,11,g4
16405,12,g0
16406,13,g1
16407,14,g2
16408,15,g3
16409,16,g4
16410,17,g0
16411,18,g1
16412,19,g2
16413,20,g3
16414,21,g4
16415,22,g0
16416,23,g1
16417,24,g2
16418,25,g3
16419,26,g4
16420,27,g0
16421,28,g1
16422,29,g2
16423,30,g3
16424,31,g4
16425,32,g0
16426,33,g1
16427,34,g2
16428,35,g3
16429,36,g4
16430,37,g0
16431,38,g1
16432,39,g2
16433,40,g3
16434,41,g4
16435,42,g0
16436,43,g1
16437,44,g2
16438,45,g3
16439,46,g4
16440,47,g0
16441,48,g1
16442,49,g2
16443,50,g3
16444,51,g4
16445,52,g0
16446,53,g1
16447,54,g2
16448,55,g3
16449,56,g4
16450,57,g0
16451,58,g1
16452,59,g2
16453,60,g3
16454,61,g4
16455,62,g0
16456,63,g1
16457,64,g2
16458,65,g3
16459,66,g4
16460,67,g0
16461,68,g1
16462,69,g2
16463,70,g3
16464,71,g4
16465,72,g0
16466,73,g1
16467,74,g2
16468,75,g3
16469,76,g4
16470,77,g0
16471,78,g1
16472,79,g2
16473,80,g3
16474,81,g4
16475,82,g0
16476,83,g1
16477,84,g2
16478,85,g3
16479,86,g4
16480,87,g0
16481,88,g1
16482,89,g2
16483,90,g3
16484,91,g4
16485,92,g0
16486,93,g1
16487,94,g2
16488,95,g3
16489,96,g4
16490,0,g0
16491,1,g1
16492,2,g2
16493,3,g3
16494,4,g4
16495,5,g0
16496,6,g1
16497,7,g2
16498,8,g3
16499,9,g4
16500,10,g0
16501,11,g1
16502,12,g2
16503,13,g3
16504,14,g4
16505,15,g0
16506,16,g1
16507,17,g2
16508,18,g3
16509,19,g4
16510,20,g0
16511,21,g1
16512,22,g2
16513,23,g3
16514,24,g4
16515,25,g0
16516,26,g1
16517,27,g2
16518,28,g3
16519,29,g4
16520,30,g0
16521,31,g1
16522,32,g2
16523,33,g3
16524,34,g4
16525,35,g0
16526,36,g1
16527,37,g2
16528,38,g3
16529,39,g4
16530,40,g0
16531,41,g1
16532,42,g2
16533,43,g3
16534,44,g4
16535,45,g0
16536,46,g1
16537,47,g2
16538,48,g3
16539,49,g4
16540,50,g0
16541,51,g1
16542,52,g2
16543,53,g3
16544,54,g4
16545,55,g0
16546,56,g1
16547,57,g2
16548,58,g3
16549,59,g4
16550,60,g0
16551,61,g1
16552,62,g2
16553,63,g3
16554,64,g4
16555,65,g0
16556,66,g1
16557,67,g2
16558,68,g3
16559,69,g4
16560,70,g0
16561,71,g1
16562,72,g2
16563,73,g3
16564,74,g4
16565,75,g0
16566,76,g1
16567,77,g2
16568,78,g3
16569,79,g4
16570,80,g0
16571,81,g1
16572,82,g2
16573,83,g3
16574,84,g4
16575,85,g0
16576,86,g1
16577,87,g2
16578,88,g3
16579,89,g4
16580,90,g0
16581,91,g1
16582,92,g2
16583,93,g3
16584,94,g4
16585,95,g0
16586,96,g1
16587,0,g2
16588,1,g3
16589,2,g4
16590,3,g0
16591,4,g1
16592,5,g2
16593,6,g3
16594,7,g4
16595,8,g0
16596,9,g1
16597,10,g2
16598,11,g3
16599,12,g4
16600,13,g0
16601,14,g1
16602,15,g2
16603,16,g3
16604,17,g4
16605,18,g0
16606,19,g1
16607,20,g2
16608,21,g3
16609,22,g4
16610,23,g0
16611,24,g1
16612,25,g2
16613,26,g3
16614,27,g4
16615,28,g0
16616,29,g1
16617,30,g2
16618,31,g3
16619,32,g4
16620,33,g0
16621,34,g1
16622,35,g2
16623,36,g3
16624,37,g4
16625,38,g0
16626,39,g1
16627,40,g2
16628,41,g3
16629,42,g4
16630,43,g0
16631,44,g1
16632,45,g2
16633,46,g3
16634,47,g4
16635,48,g0
16636,49,g1
16637,50,g2
16638,51,g3
16639,52,g4
16640,53,g0
16641,54,g1
16642,55,g2
16643,56,g3
16644,57,g4
16645,58,g0
16646,59,g1
16647,60,g2
16648,61,g3
16649,62,g4
16650,63,g0
16651,64,g1
16652,65,g2
16653,66,g3
16654,67,g4
16655,68,g0
16656,69,g1
16657,70,g2
16658,71,g3
16659,72,g4
16660,73,g0
16661,74,g1
16662,75,g2
16663,76,g3
16664,77,g4
16665,78,g0
16666,79,g1
16667,80,g2
16668,81,g3
16669,82,g4
16670,83,g0
16671,84,g1
16672,85,g2
16673,86,g3
16674,87,g4
16675,88,g0
16676,89,g1
16677,90,g2
16678,91,g3
16679,92,g4
16680,93,g0
16681,94,g1
16682,95,g2
16683,96,g3
16684,0,g4
16685,1,g0
16686,2,g1
16687,3,g2
16688,4,g3
16689,5,g4
16690,6,g0
16691,7,g1
16692,8,g2
16693,9,g3
16694,10,g4
16695,11,g0
16696,12,g1
16697,13,g2
16698,14,g3
16699,15,g4
16700,16,g0
16701,17,g1
16702,18,g2
16703,19,g3
16704,20,g4
16705,21,g0
16706,22,g1
16707,23,g2
16708,24,g3
16709,25,g4
16710,26,g0
16711,27,g1
16712,28,g2
16713,29,g3
16714,30,g4
16715,31,g0
16716,32,g1
16717,33,g2
16718,34,g3
16719,35,g4
16720,36,g0
16721,37,g1
16722,38,g2
16723,39,g3
16724,40,g4
16725,41,g0
16726,42,g1
16727,43,g2
16728,44,g3
16729,45,g4
16730,46,g0
16731,47,g1
16732,48,g2
16733,49,g3
16734,50,g4
16735,51,g0
16736,52,g1
16737,53,g2
16738,54,g3
16739,55,g4
16740,56,g0
16741,57,g1
16742,58,g2
16743,59,g3
16744,60,g4
16745,61,g0
16746,62,g1
16747,63,g2
16748,64,g3
16749,65,g4
16750,66,g0
16751,67,g1
16752,68,g2
16753,69,g3
16754,70,g4
16755,71,g0
16756,72,g1
16757,73,g2
16758,74,g3
16759,75,g4
16760,76,g0
16761,77,g1
16762,78,g2
16763,79,g3
16764,80,g4
16765,81,g0
16766,82,g1
16767,83,g2
16768,84,g3
16769,85,g4
16770,86,g0
16771,87,g1
16772,88,g2
16773,89,g3
16774,90,g4
16775,91,g0
16776,92,g1
16777,93,g2
16778,94,g3
16779,95,g4
16780,96,g0
16781,0,g1
16782,1,g2
16783,2,g3
16784,3,g4
16785,4,g0
16786,5,g1
16787,6,g2
16788,7,g3
16789,8,g4
16790,9,g0
16791,10,g1
16792,11,g2
16793,12,g3
16794,13,g4
16795,14,g0
16796,15,g1
16797,16,g2
16798,17,g3
16799,18,g4
16800,19,g0
16801,20,g1
16802,21,g2
16803,22,g3
16804,23,g4
16805,24,g0
16806,25,g1
16807,26,g2
16808,27,g3
16809,28,g4
16810,29,g0
16811,30,g1
16812,31,g2
16813,32,g3
16814,33,g4
16815,34,g0
16816,35,g1
16817,36,g2
16818,37,g3
16819,38,g4
16820,39,g0
16821,40,g1
16822,41,g2
16823,42,g3
16824,43,g4
16825,44,g0
16826,45,g1
16827,46,g2
16828,47,g3
16829,48,g4
16830,49,g0
16831,50,g1
16832,51,g2
16833,52,g3
16834,53,g4
16835,54,g0
16836,55,g1
16837,56,g2
16838,57,g3
16839,58,g4
16840,59,g0
16841,60,g1
16842,61,g2
16843,62,g3
16844,63,g4
16845,64,g0
16846,65,g1
16847,66,g2
16848,67,g3
16849,68,g4
16850,69,g0
16851,70,g1
16852,71,g2
16853,72,g3
16854,73,g4
16855,74,g0
16856,75,g1
16857,76,g2
16858,77,g3
16859,78,g4
16860,79,g0
16861,80,g1
16862,81,g2
16863,82,g3
16864,83,g4
16865,84,g0
16866,85,g1
16867,86,g2
16868,87,g3
16869,88,g4
16870,89,g0
16871,90,g1
16872,91,g2
16873,92,g3
16874,93,g4
16875,94,g0
16876,95,g1
16877,96,g2
16878,0,g3
16879,1,g4
16880,2,g0
16881,3,g1
16882,4,g2
16883,5,g3
16884,6,g4
16885,7,g0
16886,8,g1
16887,9,g2
16888,10,g3
16889,11,g4
16890,12,g0
16891,13,g1
16892,14,g2
16893,15,g3
16894,16,g4
16895,17,g0
16896,18,g1
16897,19,g2
16898,20,g3
16899,21,g4
16900,22,g0
16901,23,g1
16902,24,g2
16903,25,g3
16904,26,g4
16905,27,g0
16906,28,g1
16907,29,g2
16908,30,g3
16909,31,g4
16910,32,g0
16911,33,g1
16912,34,g2
16913,35,g3
16914,36,g4
16915,37,g0
16916,38,g1
16917,39,g2
16918,40,g3
16919,41,g4
